# bM_z1 bM_z2 bM_z3 bM_1 sM_z1 sM_z2 sM_z3 sM_1 corr_len alpha_SZ_0 X_comp0_z logc opt_comp1_0 z_offset_0 alpha_X_z opt_comp0_0 A_7 sigma_z A_5 A_4 A_3 A_2 A_1 A_0 A_inf C_lam SZ_comp0_lam delta_shear_bias alpha_NLshear A_9 X_comp1_lam Blambda A_lam SZ_comp1_0 SigmaCrit SZ_comp0_z A_8 SZ_comp0_0 alpha_SZ_z X_comp0_lam alpha_SZ_lam opt_comp0_lam opt_comp1_lam A_6 Sigma_crit_78 X_comp1_0 B_lam opt_comp0_z X_comp0_0 lnsigma_lam opt_comp1_z z_offset_z alpha_opt_z alpha_X_0 SZ_comp1_lam X_comp1_z sigma_0 alpha_opt_0 kappa_SPT alpha_opt_lam alpha_X_lam Sigma_crit_25 Sigma_crit_47 SZ_comp1_z 
-2.808298306888186088e-02 -1.955451923411028956e-02 5.647613648838616801e-02 1.033423030998937620e+00 -3.107552807176408027e+00 -3.144299167054616984e+00 -2.846308611350398365e+00 -1.269870237225881049e-01 7.291370379662370782e-02 8.605500000000000371e-01 0.000000000000000000e+00 5.769284457155174906e-01 1.100399999999999989e-01 3.946560715365859257e-02 0.000000000000000000e+00 8.148700000000000040e-03 -1.808143413214773121e+00 -8.265447334463893458e-02 -5.026342901192942803e-01 6.271029234077487580e-01 1.780240105386423910e-01 -1.110310030090654321e-01 1.340757660057546818e+00 -3.007222906871895418e+00 -3.000000000000000000e+00 5.240681530753026340e-01 0.000000000000000000e+00 -2.879002049467238589e-02 4.311932220615714018e-01 -3.720735164191507849e+00 0.000000000000000000e+00 6.589190999792794434e-01 8.435127318331417712e+01 6.632899999999999907e-02 5.304915370607973024e+00 0.000000000000000000e+00 2.364353020163272312e+00 1.925800000000000081e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.769046134715476004e+00 1.479057139088938122e+01 1.474899999999999996e-02 1.095618179236375944e+00 0.000000000000000000e+00 2.732300000000000006e-02 -7.550195104560094572e-01 0.000000000000000000e+00 -2.004685238659236757e-01 0.000000000000000000e+00 8.739799999999999791e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.087008772775726440e-02 7.856899999999999995e-01 8.636099999999999888e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.304915370607973024e+00 6.403874116662499283e+00 0.000000000000000000e+00
-2.411429866676152028e-02 -1.890864308138177213e-02 -4.469959779080040843e-03 1.026154842892210928e+00 -3.145231503188309574e+00 -3.154182580689222526e+00 -2.754901651070486235e+00 -1.058198479824972726e-01 7.272600734507507492e-02 9.383299999999999974e-01 0.000000000000000000e+00 6.177680256894718669e-01 8.179999999999999771e-02 3.891157438184036227e-02 0.000000000000000000e+00 8.413200000000000019e-04 -1.868402153132546095e+00 -8.221327167661211799e-02 -3.701472073284267639e-01 4.979046500898266503e-01 2.968256412765666319e-01 -2.045916713721764313e-01 1.438932761405872895e+00 -3.176905906818983993e+00 -3.000000000000000000e+00 -2.721193757813299974e-01 0.000000000000000000e+00 -1.550977383330831572e-02 5.604022483699763191e-01 -3.941985775962927097e+00 0.000000000000000000e+00 6.632771558141634660e-01 6.728620325710706140e+01 1.378300000000000081e-01 5.356348088272097741e+00 0.000000000000000000e+00 2.636760831593209176e+00 1.564000000000000112e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.663927717160704756e+00 1.558673217185517323e+01 1.538600000000000037e-02 1.192697703857335867e+00 0.000000000000000000e+00 2.508300000000000113e-02 -2.190006478634792586e+00 0.000000000000000000e+00 -2.018703033708409422e-01 0.000000000000000000e+00 8.515399999999999636e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.022079118653424601e-02 6.486600000000000144e-01 9.361399999999999721e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.356348088272097741e+00 6.507901440256088854e+00 0.000000000000000000e+00
-6.649529340884850238e-03 -1.296510004007883805e-02 -2.168041401741586244e-02 1.017112709087649947e+00 -3.181729972859355104e+00 -3.124719376332601328e+00 -2.714651579985039032e+00 -6.561632094271446780e-02 6.677329027328632316e-02 8.421199999999999797e-01 0.000000000000000000e+00 6.156578905777985167e-01 8.276899999999999535e-02 3.882386686769060541e-02 0.000000000000000000e+00 1.958299999999999971e-02 -1.629397420795422935e+00 -8.382886081717991211e-02 -2.404196459534361230e-01 5.520714722182035183e-01 1.458143707117163235e-01 1.565586745327252616e-01 7.973464040173989797e-01 -2.538716338310103016e+00 -3.000000000000000000e+00 8.553555699168040594e-01 0.000000000000000000e+00 -2.126258489966159626e-02 8.037969223858721923e-01 -5.200968196745215266e+00 0.000000000000000000e+00 6.652053022943534843e-01 7.786245235853496638e+01 6.193800000000000000e-02 5.279234920897069472e+00 0.000000000000000000e+00 2.668727098585316870e+00 2.054999999999999882e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.495242096643584651e+00 1.542150162451052253e+01 5.320099999999999829e-02 1.039703431779053000e+00 0.000000000000000000e+00 2.349700000000000052e-02 -1.747208186340277081e+00 0.000000000000000000e+00 -2.028525146891933251e-01 0.000000000000000000e+00 9.563399999999999679e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.077682545915174095e-02 8.203700000000000436e-01 8.670400000000000329e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.279234920897069472e+00 6.409742792704267167e+00 0.000000000000000000e+00
-4.161852054670224510e-02 -2.991584977088979427e-02 -7.722522710751175690e-02 1.030533993404291859e+00 -3.157714506504254448e+00 -3.122756236365761051e+00 -2.739778589273242915e+00 -1.419906675217115222e-01 6.680446850676077797e-02 9.191399999999999570e-01 0.000000000000000000e+00 6.208069082302776209e-01 5.231999999999999845e-02 3.892094138815668097e-02 0.000000000000000000e+00 1.141499999999999980e-02 -1.122762808099035725e+00 -7.900579056534882960e-02 -9.541796496495411062e-02 4.574149847290867599e-01 2.526627023620671708e-01 -9.174845208411996911e-04 9.967415985253629263e-01 -2.873429544903757016e+00 -3.000000000000000000e+00 3.283919470107025118e-01 0.000000000000000000e+00 -2.479778718540048832e-02 5.714012656096313370e-01 -3.744443188132557054e+00 0.000000000000000000e+00 6.772815246958789892e-01 7.644230525149679067e+01 1.487900000000000056e-01 5.343255735722281408e+00 0.000000000000000000e+00 1.887747508156751408e+00 1.415199999999999965e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.219261913438253186e+00 1.619289646281208661e+01 1.001499999999999960e-02 1.021703621484349789e+00 0.000000000000000000e+00 2.287799999999999903e-02 -9.159892576121581032e-01 0.000000000000000000e+00 -1.976076249425775255e-01 0.000000000000000000e+00 8.974999999999999645e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.020104647485204463e-02 6.268799999999999928e-01 9.127100000000000213e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.343255735722281408e+00 6.485588976032810926e+00 0.000000000000000000e+00
-2.318439708018743724e-03 2.939317017880094425e-03 -2.686262836707125831e-02 1.024245572625374301e+00 -3.178500649864914873e+00 -3.054001833405138644e+00 -2.697181405782461017e+00 -4.408115617907759631e-02 6.778840661968747738e-02 7.449000000000000066e-01 0.000000000000000000e+00 6.301340345595882741e-01 1.032099999999999962e-01 3.849849786615849173e-02 0.000000000000000000e+00 2.098699999999999871e-02 -1.444621804012657496e+00 -8.429382076117525324e-02 -1.352194805009896972e-01 4.598140428377484046e-01 2.477634599511053248e-01 -2.005436794231596487e-03 1.023601150109327396e+00 -2.849453832193995062e+00 -3.000000000000000000e+00 4.233322760759758996e-01 0.000000000000000000e+00 -1.995251553425292368e-02 8.285466542980092219e-01 -3.887216833483817080e+00 0.000000000000000000e+00 6.827520126328593397e-01 7.923754066494026915e+01 4.578399999999999831e-02 5.251707979931432568e+00 0.000000000000000000e+00 2.070939224000045265e+00 2.546500000000000152e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.331375785193603223e+00 1.550321823298293289e+01 2.035500000000000087e-01 9.280348491308442194e-01 0.000000000000000000e+00 2.586899999999999963e-02 -2.886176227594581256e-01 0.000000000000000000e+00 -1.990329065318518498e-01 0.000000000000000000e+00 9.664700000000000513e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.007419970911375251e-02 7.513199999999999878e-01 4.526299999999999768e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.251707979931432568e+00 6.354295275196131243e+00 0.000000000000000000e+00
-2.527477055401022507e-02 -7.294564522347833299e-03 7.536788932985648802e-03 1.039156980606446457e+00 -3.205090700623012712e+00 -3.109347661493143011e+00 -2.832936443868423471e+00 -3.588397794569203603e-02 7.109593905479016929e-02 9.613399999999999723e-01 0.000000000000000000e+00 6.175833011996337829e-01 8.630300000000000471e-02 3.942632495803194415e-02 0.000000000000000000e+00 1.938399999999999845e-02 -1.410059717595258499e+00 -8.749441486966660908e-02 -1.183787326270021589e-01 4.194846604087735242e-01 2.485184582884509275e-01 -5.748769195399300314e-02 1.193455041662716098e+00 -2.881735284757223070e+00 -3.000000000000000000e+00 6.241746489407566933e-01 0.000000000000000000e+00 -2.699260264109482055e-02 1.009800311921377203e+00 -4.043562486551398827e+00 0.000000000000000000e+00 6.753358979593888645e-01 9.637704895871952715e+01 1.885000000000000009e-01 5.298067253330713378e+00 0.000000000000000000e+00 2.213581312229460973e+00 1.572099999999999886e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.272062706438302992e+00 1.530114124015704569e+01 6.351599999999999781e-03 9.950343170835957984e-01 0.000000000000000000e+00 2.396300000000000166e-02 -9.893336605292475383e-01 0.000000000000000000e+00 -2.019517514447324580e-01 0.000000000000000000e+00 8.245299999999999851e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.022974915438073340e-02 7.756100000000000216e-01 7.830500000000000238e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.298067253330713378e+00 6.347533554122812838e+00 0.000000000000000000e+00
-6.066484171490407751e-02 -6.538320811116915543e-02 -1.414518062279743471e-01 1.038830451243820230e+00 -3.073653453926810108e+00 -3.036172691257060574e+00 -2.633827019725399232e+00 -1.810285606852639617e-01 6.916791125215321356e-02 8.795600000000000085e-01 0.000000000000000000e+00 6.264082828416235316e-01 9.651500000000000357e-02 3.945886986706017424e-02 0.000000000000000000e+00 2.718500000000000083e-02 -1.811778103561650255e+00 -8.803312461781569176e-02 -4.464272887397368050e-01 6.215843324731908925e-01 9.734098206649699492e-02 1.599209414344069380e-01 8.513078273520366945e-01 -2.539964358393163923e+00 -3.000000000000000000e+00 3.698435236129363757e-01 0.000000000000000000e+00 -3.216100646975372790e-02 4.237810676585368475e-01 -3.941467318121184338e+00 0.000000000000000000e+00 6.820532254072297906e-01 8.355590494024947645e+01 2.972100000000000089e-02 5.367677211216938638e+00 0.000000000000000000e+00 2.355365359082509435e+00 9.631000000000000671e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.738082683512641058e+00 1.675814616382850986e+01 7.558800000000000241e-02 1.063693408528843642e+00 0.000000000000000000e+00 1.983499999999999847e-02 -1.829513239457936535e+00 0.000000000000000000e+00 -2.045021559601487571e-01 0.000000000000000000e+00 9.966000000000000414e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.050855483499466669e-02 8.041099999999999914e-01 9.737099999999999644e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.367677211216938638e+00 6.540659487205996214e+00 0.000000000000000000e+00
-6.222512900726916846e-02 -7.427518401947749704e-02 -1.164628207577026037e-01 1.027690484962910267e+00 -3.180475488230875669e+00 -3.101472976420894589e+00 -2.683995120316545968e+00 -1.318528716827017389e-01 7.323306946480841184e-02 7.655199999999999783e-01 0.000000000000000000e+00 6.075776337700136143e-01 1.009300000000000058e-01 3.889558570534110832e-02 0.000000000000000000e+00 1.925299999999999928e-02 -2.345615324086464781e+00 -8.301993891285040783e-02 -7.007201700288313573e-01 8.175483174835931344e-01 -7.181257619515074575e-02 1.678826662892158317e-01 1.051576220289659913e+00 -2.731383366633004073e+00 -3.000000000000000000e+00 3.023040728950966982e-01 0.000000000000000000e+00 -2.865136460434447585e-02 3.841784749686288358e-01 -5.456579085570347765e+00 0.000000000000000000e+00 6.742309912201214228e-01 8.016348322066190235e+01 4.093700000000000117e-02 5.416579781614723643e+00 0.000000000000000000e+00 3.490992205314554564e+00 1.133499999999999959e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.048018800408578866e+00 1.666986620395574548e+01 3.107799999999999972e-03 9.553787360162705466e-01 0.000000000000000000e+00 2.411500000000000102e-02 -1.418120572453239303e+00 0.000000000000000000e+00 -1.965405764867001193e-01 0.000000000000000000e+00 7.945299999999999585e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.041416967754262679e-02 8.296299999999999786e-01 1.125099999999999989e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.416579781614723643e+00 6.674108555424694167e+00 0.000000000000000000e+00
-3.398302165980771755e-02 -1.700371697800264620e-04 -5.193086437563004462e-03 1.011272765537218898e+00 -3.127681151921524627e+00 -3.154213368528449912e+00 -2.720111974704080282e+00 -1.304867096476554911e-01 6.901757761510569911e-02 9.148199999999999665e-01 0.000000000000000000e+00 6.340989325849945013e-01 7.729099999999999859e-02 3.996431485902525449e-02 0.000000000000000000e+00 1.162200000000000039e-02 -1.743005477048225726e+00 -8.096149537079669334e-02 -1.926375506972553553e-01 4.730555032802647997e-01 2.422549230274708698e-01 -3.441208005778406687e-03 1.025112770375659288e+00 -2.719628529173623743e+00 -3.000000000000000000e+00 4.227073346447970392e-01 0.000000000000000000e+00 -3.480105833379754099e-02 4.752334385606745149e-01 -5.982995780345289560e+00 0.000000000000000000e+00 6.729722019886691387e-01 8.299410416314381678e+01 1.151599999999999985e-01 5.329741564620219307e+00 0.000000000000000000e+00 3.174753397466208327e+00 2.071100000000000024e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.485225404616274947e+00 1.527624405923765494e+01 7.775600000000000567e-02 9.967951064645748094e-01 0.000000000000000000e+00 2.477000000000000035e-02 -1.927229667168974592e+00 0.000000000000000000e+00 -1.966394640467035160e-01 0.000000000000000000e+00 8.888399999999999634e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.106566248885488379e-02 8.224399999999999489e-01 8.254299999999999971e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.329741564620219307e+00 6.380768432071921126e+00 0.000000000000000000e+00
-7.084594182404131690e-02 -8.306963357926848424e-02 -1.197448752507528358e-01 1.042586624549428187e+00 -3.079456811211072953e+00 -3.116699037020970842e+00 -2.745545795649293463e+00 -1.333235855715071971e-01 6.850934557474809561e-02 8.100899999999999768e-01 0.000000000000000000e+00 6.397442354704240275e-01 1.062499999999999972e-01 3.872713196597071111e-02 0.000000000000000000e+00 1.926800000000000040e-02 -1.374242505788203284e+00 -8.665195334351215306e-02 -1.143376592282466797e-01 3.977662934698728003e-01 2.747730131740733772e-01 -2.078265639486875926e-02 1.024253375985717307e+00 -2.714097857354760279e+00 -3.000000000000000000e+00 7.959782884950385995e-01 0.000000000000000000e+00 -2.720339679170413749e-02 5.817937337608243276e-01 -4.578668594611015941e+00 0.000000000000000000e+00 6.693443628739339513e-01 6.862012476016406026e+01 1.569600000000000162e-02 5.413266228718403461e+00 0.000000000000000000e+00 2.164181365717270822e+00 1.352300000000000030e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.298862388639257182e+00 1.663573513758981193e+01 3.898800000000000182e-02 1.027366100659379500e+00 0.000000000000000000e+00 2.223199999999999829e-02 -8.760158677573056663e-01 0.000000000000000000e+00 -1.993069090748219307e-01 0.000000000000000000e+00 7.105200000000000404e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.992046975527762609e-02 7.900500000000000300e-01 9.929299999999999793e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.413266228718403461e+00 6.681150448647086293e+00 0.000000000000000000e+00
-2.101004217484180384e-02 -3.469690915741163555e-03 5.345688810373210031e-02 1.020439127056011142e+00 -3.169787378297529212e+00 -3.108704118278121875e+00 -2.711634352207669796e+00 -9.933066026772618962e-02 7.337370771541967818e-02 8.710499999999999909e-01 0.000000000000000000e+00 6.146752586345379799e-01 9.036299999999999888e-02 3.836409188577585838e-02 0.000000000000000000e+00 2.700299999999999923e-02 -1.577916710629339914e+00 -8.097992047684106354e-02 -3.597875053432683656e-01 4.782046759486944243e-01 2.743802428733252419e-01 -1.848119225289376333e-01 1.363895154279522126e+00 -3.025419477828207526e+00 -3.000000000000000000e+00 -2.408791054970493839e-03 0.000000000000000000e+00 -2.212191750470604568e-02 5.344550547643203142e-01 -3.260486232038992682e+00 0.000000000000000000e+00 6.876435408905263724e-01 6.164989560380120537e+01 6.505299999999999971e-02 5.306915785197979574e+00 0.000000000000000000e+00 2.112192297170611521e+00 2.156599999999999837e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.601224105415724575e+00 1.479720246509733528e+01 1.280399999999999941e-02 1.017094043382994251e+00 0.000000000000000000e+00 1.773900000000000129e-02 -1.307977263898480125e+00 0.000000000000000000e+00 -1.939964598646996274e-01 0.000000000000000000e+00 8.865899999999999892e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.004333866400446806e-02 7.906900000000000039e-01 8.523300000000000320e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.306915785197979574e+00 6.357378841650983325e+00 0.000000000000000000e+00
-4.408006637355117024e-02 -1.976688663798547782e-02 -6.642307378548453767e-02 1.044219390546678561e+00 -3.180381681986971465e+00 -3.158448796262251612e+00 -2.828368581586765629e+00 -1.107605114224498588e-01 6.686636204969194364e-02 8.992099999999999538e-01 0.000000000000000000e+00 6.252979010184497310e-01 8.602700000000000624e-02 3.898687096540891239e-02 0.000000000000000000e+00 2.407499999999999918e-02 -1.628324181713042274e+00 -8.403028467237015631e-02 -2.234854420973544642e-01 5.319438959519310339e-01 1.346787417231884165e-01 1.617331664302595617e-01 8.243855704404743356e-01 -2.604031601369649174e+00 -3.000000000000000000e+00 7.108758866378384056e-02 0.000000000000000000e+00 -2.986596678400244009e-02 7.715735753722380297e-01 -5.125903388024822149e+00 0.000000000000000000e+00 6.815957365765357157e-01 7.398009333295888723e+01 7.872800000000000631e-02 5.347461871161774738e+00 0.000000000000000000e+00 2.604864282711638612e+00 1.455600000000000036e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.443913653088618299e+00 1.596862877874839981e+01 1.157399999999999957e-01 8.667259223967695991e-01 0.000000000000000000e+00 2.337200000000000041e-02 -1.019235020125866642e+00 0.000000000000000000e+00 -1.982242236312014294e-01 0.000000000000000000e+00 9.832100000000000284e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.025370989784808007e-02 7.726100000000000190e-01 7.379400000000000404e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.347461871161774738e+00 6.446056928078041537e+00 0.000000000000000000e+00
-5.806138167409551770e-02 -3.183351829809607375e-02 5.835569584799386866e-02 1.048514796521838432e+00 -3.189653885307194514e+00 -3.153984770452144648e+00 -2.800447188895943462e+00 -1.017247426361774509e-01 6.893328104780299670e-02 9.170099999999999918e-01 0.000000000000000000e+00 6.072926841043699842e-01 7.654500000000000193e-02 3.971048558651725513e-02 0.000000000000000000e+00 2.176200000000000009e-02 -1.598142561648724591e+00 -9.283997553975648076e-02 -3.609338599206516895e-01 5.730358017663808035e-01 1.949065498909056116e-01 -2.067635404427559109e-03 1.109513964270365305e+00 -2.868884358708712945e+00 -3.000000000000000000e+00 3.415569989253250394e-01 0.000000000000000000e+00 -2.583223888238317389e-02 5.517886329657543110e-01 -4.364169411476906291e+00 0.000000000000000000e+00 6.869648240281962526e-01 6.993488289371423150e+01 1.202099999999999974e-01 5.366749708571811439e+00 0.000000000000000000e+00 2.348007351364176820e+00 5.559200000000000252e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.568376287335655928e+00 1.470031953188539120e+01 5.425800000000000067e-02 1.060309239732538655e+00 0.000000000000000000e+00 2.279300000000000076e-02 -2.974892054391899965e+00 0.000000000000000000e+00 -2.037760859415979897e-01 0.000000000000000000e+00 9.733899999999999775e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.059505827729149252e-02 7.633900000000000130e-01 8.557200000000000362e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.366749708571811439e+00 6.444794006346959314e+00 0.000000000000000000e+00
-2.406647191011471870e-02 -7.059686886512787571e-03 6.222932920325535688e-02 1.034001583715906669e+00 -3.147634903500053927e+00 -3.095253796251398626e+00 -2.787420098084644415e+00 -1.176206329909938036e-01 6.797611954124246902e-02 9.406799999999999606e-01 0.000000000000000000e+00 6.084865797596745729e-01 7.171900000000000497e-02 3.851407536246633651e-02 0.000000000000000000e+00 2.530500000000000110e-02 -1.278473514455790827e+00 -8.195031130435341538e-02 -7.719596356458080511e-02 3.802093055088279772e-01 3.462680788146662580e-01 -1.631678205201398668e-01 1.283233479821474843e+00 -3.221039789499759998e+00 -3.000000000000000000e+00 1.013343758186457944e-03 0.000000000000000000e+00 -2.244730922162996301e-02 8.010859434328388984e-01 -4.576244503475431991e+00 0.000000000000000000e+00 6.796683045261637801e-01 8.203591953200833586e+01 1.537300000000000055e-01 5.345721551935908700e+00 0.000000000000000000e+00 2.053887582256562094e+00 1.237000000000000079e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.260742264532789703e+00 1.476316826542083760e+01 5.829499999999999960e-02 1.044775571381588053e+00 0.000000000000000000e+00 2.447200000000000070e-02 -1.120635617521490435e+00 0.000000000000000000e+00 -1.972284491426404551e-01 0.000000000000000000e+00 9.712100000000000177e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.027430063262257220e-02 7.887399999999999967e-01 9.423899999999999499e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.345721551935908700e+00 6.424110198805220939e+00 0.000000000000000000e+00
-3.430069883867493258e-02 -1.942765125680080002e-02 -5.588864652306940739e-02 1.030590189797612188e+00 -3.103098121942940768e+00 -3.097724516082751567e+00 -2.691887409658697550e+00 -1.119745269634618567e-01 6.899803329205531077e-02 7.860800000000000010e-01 0.000000000000000000e+00 6.288604540318121217e-01 1.123699999999999977e-01 3.919300884396125645e-02 0.000000000000000000e+00 2.484000000000000097e-02 -1.884744560007340031e+00 -8.005216532194539547e-02 -3.116094985358893732e-01 5.481366578419728519e-01 1.971452759615963113e-01 3.101155228828415822e-02 1.028239216678037860e+00 -2.770746757348519829e+00 -3.000000000000000000e+00 5.866277940288600057e-03 0.000000000000000000e+00 -2.797186448765065503e-02 8.236268967020420328e-01 -5.029074699443863317e+00 0.000000000000000000e+00 6.774938632853408915e-01 9.430068568315903121e+01 5.729000000000000065e-02 5.317165867623421249e+00 0.000000000000000000e+00 3.019740031224389831e+00 5.203100000000000433e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.605890883792905566e+00 1.568469240492339445e+01 4.068100000000000188e-02 1.034647274981726595e+00 0.000000000000000000e+00 1.761899999999999925e-02 -2.004957650379964651e+00 0.000000000000000000e+00 -1.982169074242981222e-01 0.000000000000000000e+00 8.703300000000000480e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.119954387499675463e-02 8.831799999999999651e-01 9.653399999999999759e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.317165867623421249e+00 6.400433529221765561e+00 0.000000000000000000e+00
-3.709504071641067657e-02 -3.392086463815190828e-02 1.420796061516801587e-02 1.031534738940925511e+00 -3.151014088321215212e+00 -3.051230628646556475e+00 -2.860855003265204921e+00 -1.103061625498793497e-01 6.996859986922003560e-02 8.770700000000000163e-01 0.000000000000000000e+00 6.231551057981814523e-01 6.209400000000000336e-02 3.966405540493010695e-02 0.000000000000000000e+00 2.309299999999999894e-02 -1.892938039112387116e+00 -8.020659705254430671e-02 -4.519976270406513286e-01 6.168886308909954375e-01 1.376286367585142500e-01 1.412737492666013561e-02 1.061369840576855683e+00 -2.771960402183192063e+00 -3.000000000000000000e+00 -1.148492284767212435e-01 0.000000000000000000e+00 -2.322998601672909835e-02 8.552880397316660055e-01 -4.501764567354797464e+00 0.000000000000000000e+00 6.920192051308994285e-01 6.910820555582570535e+01 1.102899999999999991e-01 5.337786970497601757e+00 0.000000000000000000e+00 2.719982479581698698e+00 1.429500000000000041e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.793461433097514934e+00 1.533029759872726672e+01 3.372100000000000097e-01 9.267426400446833190e-01 0.000000000000000000e+00 1.992999999999999980e-02 -1.463212340955581059e+00 0.000000000000000000e+00 -1.978844122012132500e-01 0.000000000000000000e+00 9.738499999999999934e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.094850682635323924e-02 7.643799999999999484e-01 6.860699999999999577e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.337786970497601757e+00 6.526509924397170259e+00 0.000000000000000000e+00
-4.817807944030678968e-02 -4.496516079604524763e-02 -7.621883585475795753e-02 1.033807786480526181e+00 -3.127962417932590000e+00 -3.077264932767172834e+00 -2.703191371025374767e+00 -2.152200644408759356e-01 6.767351779863205186e-02 8.933600000000000430e-01 0.000000000000000000e+00 6.165015130495792306e-01 1.080399999999999971e-01 3.947575735666383756e-02 0.000000000000000000e+00 1.939799999999999858e-02 -1.429059225716386994e+00 -7.924742272322440884e-02 -3.171749382312151755e-01 5.738841580304796519e-01 1.463426110625690169e-01 1.333883829165523061e-01 8.172890481155249409e-01 -2.525313173952308254e+00 -3.000000000000000000e+00 2.001085596230889330e-02 0.000000000000000000e+00 -2.567014507913034649e-02 4.181354856765633898e-01 -3.977692145572458315e+00 0.000000000000000000e+00 6.723188581699290900e-01 8.633986634365345481e+01 5.672800000000000065e-02 5.373169244185888260e+00 0.000000000000000000e+00 2.190154789024372217e+00 3.086999999999999900e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.547901775443862427e+00 1.617050234407711073e+01 5.499300000000000022e-02 9.364952144753794228e-01 0.000000000000000000e+00 2.309599999999999848e-02 -1.608097663188734261e+00 0.000000000000000000e+00 -1.960319780914024645e-01 0.000000000000000000e+00 9.761499999999999622e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.077952156352719015e-02 8.218299999999999494e-01 1.012699999999999934e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.373169244185888260e+00 6.528034414088804915e+00 0.000000000000000000e+00
